chr	start	end	strand	pvalue	qvalue	meth.diff
1	3168539	3168539	*	0.000636736553439553	0.0445109696826796	-21.0405759162304
1	3168562	3168562	*	0.00266704365224733	0.0871978924882547	-27.9299743024963
1	3265215	3265215	*	9.83913781928848e-05	0.0168986561290126	25.92679585046
1	3265257	3265257	*	0.000818962966926399	0.0501910481670299	42.2218045112782
1	3457413	3457413	*	0.00328900887539518	0.0958759760729434	17.3111319308407
1	3460928	3460928	*	0.00016215562594138	0.0223091139038037	26.8939393939394
1	3598884	3598884	*	0.00239007696114533	0.0831822259900441	26.5757974123019
1	3673101	3673101	*	0.00174076390086082	0.0725807679865109	33.6852689793866
1	3763173	3763173	*	0.00346391143436785	0.0979979714302461	16.1957915901134
1	3794119	3794119	*	0.000247411269771527	0.0276660112339242	28.3098221326557
1	3797609	3797609	*	6.18289765054025e-06	0.00361435853953823	10.0401606425703
1	5651490	5651490	*	0.00153703280891039	0.0681308360915522	41.7112299465241
1	5685380	5685380	*	0.00274882964824122	0.0885388978031312	25.5265567765568
1	6034895	6034895	*	0.00217689782484859	0.0795779495266258	14.9078341013825
1	6123513	6123513	*	3.78391950114825e-09	2.37409861385515e-05	-16.0377358490566
1	6410911	6410911	*	0.00116487253818959	0.0594849234894772	10.1370324609682
1	6555393	6555393	*	0.00102524159906094	0.0560609757398638	21.9971738106453
1	6643914	6643914	*	0.000399215060695526	0.0350218645644999	20.5396256471525
1	7389266	7389266	*	0.00139616194854461	0.0652115227720694	24.6975806451613
1	7827140	7827140	*	0.0033824173117911	0.0968976713942854	16.0437067112491
1	7827150	7827150	*	0.00012749504377742	0.019636554992971	16.9150132540766
1	8820354	8820354	*	0.00150518919643954	0.0675554783041607	27.4725274725275
1	9396206	9396206	*	1.06420312519232e-05	0.00497283006904924	31.1055416318574
1	9396233	9396233	*	0.00156064467594459	0.0685454449424786	48.0592673393328
1	9681825	9681825	*	0.00166176749560034	0.0709110588590912	22.6851851851852
1	9729963	9729963	*	1.68728497911463e-05	0.00637256900070076	17.4391351478042
1	9817453	9817453	*	0.000156331706563176	0.0219548579123627	34
1	9865416	9865416	*	0.000163736864610038	0.022368974175929	14.0036177268616
1	10224112	10224112	*	1.0123935157973e-14	7.8766705608031e-10	55.3908934707904
1	10641165	10641165	*	0.00213332196734224	0.0790181843224555	12.5288716128669
1	10848964	10848964	*	0.00219013804995286	0.0798678824190443	26.6462095678857
1	10904781	10904781	*	0.000785381726406408	0.0492779274484997	-11.6666666666667
1	11061261	11061261	*	0.00297149160287802	0.0914334013734035	12.640404999209
1	11628104	11628104	*	0.00171171230841034	0.0719283973616	-10.6236115518883
1	11941375	11941375	*	0.00305772274025428	0.092405651565073	13.8332402160321
1	12019036	12019036	*	0.00166038552662601	0.0709012501915675	-19.8003429691328
1	13463120	13463120	*	0.000420340906492298	0.0359052033811844	36.0405366828433
1	14181410	14181410	*	0.000450192340057799	0.0371352202465142	-30.8333333333333
1	14777024	14777024	*	0.0019585089549495	0.0766097606011984	-25.3572108973138
1	14928090	14928090	*	0.00204222043078339	0.077811652678035	-11.733659351145
1	15773307	15773307	*	0.00101708864076676	0.0558981317370201	-14.2081447963801
1	15807776	15807776	*	0.00161064502636452	0.0698278075765849	35.3876127973749
1	15807813	15807813	*	0.00145781728640213	0.0665816087605477	57.313970744117
1	15807819	15807819	*	0.0012726837286908	0.0625508050409987	52.9785880856477
1	15836572	15836572	*	0.000205491392218496	0.0250551353252583	27.2920461445052
1	16183623	16183623	*	0.00169559164675661	0.0715020057387685	50.5228302544441
1	16314808	16314808	*	0.00127152308169851	0.0625508050409987	40.2058916693063
1	16314832	16314832	*	0.00160504644911868	0.0697206271767299	56.3170065167122
1	16314840	16314840	*	0.00160926486378992	0.0697912733359578	53.3399401383425
1	16314862	16314862	*	0.000785710028786418	0.0492786560006414	23.7856282617423
1	16314878	16314878	*	0.000143820777427223	0.0209936401966999	36.859552137163
1	16393556	16393556	*	8.93854662790428e-05	0.0160981692792621	33.3308769344141
1	16521355	16521355	*	0.000432180884317669	0.036351285085594	45.1954694921447
1	16612115	16612115	*	0.00118116978029804	0.0600307014795003	26.867816091954
1	16727391	16727391	*	0.00323872563047066	0.0949974816237862	-13.7456293706294
1	16773350	16773350	*	0.00244180535732064	0.083764754256674	-31.1776671108929
1	16913645	16913645	*	0.000231439565533534	0.0266763962167841	14.8550724637681
1	16994930	16994930	*	0.000398520113983733	0.0350218645644999	12.3563218390805
1	17118922	17118922	*	6.77295762059707e-05	0.0136604071977582	-11.3879003558719
1	17819821	17819821	*	0.00282399786376828	0.0896191035033361	41.7334417218287
1	18155590	18155590	*	0.00144154765910215	0.0662968179397313	-20.3603603603604
1	18407270	18407270	*	3.78848809795517e-05	0.0097924814674728	28.5168539325843
1	19440247	19440247	*	0.00113747699906494	0.0588029955223143	39.5187813744158
1	20678834	20678834	*	9.14922060488509e-05	0.0163451634086359	-13.6080724254998
1	21298243	21298243	*	0.00214148535760405	0.079159983502563	19.3673812526271
1	21538504	21538504	*	0.000986378100324464	0.0551064733675798	-24.5305164319249
1	21538518	21538518	*	1.80206136375948e-07	0.000375383477485805	-28.2570422535211
1	21957338	21957338	*	0.00317785915036712	0.0943504133364199	21.1645299145299
1	22182864	22182864	*	0.00337084854824992	0.096868625247376	38.2005899705015
1	22864080	22864080	*	0.00167346049624204	0.0710501187690619	17.2427678838185
1	23225332	23225332	*	0.000195924833634663	0.0243218478473848	30.3003791192768
1	23691366	23691366	*	0.00115856628862312	0.0593998727247716	16.4860857664234
1	24141744	24141744	*	0.000289912207792558	0.0298131750838949	42.1431427429028
1	24141807	24141807	*	0.00119375005216132	0.0603683394221359	24.8946154457965
1	24290135	24290135	*	0.00214685109319419	0.0791975616153286	37.5257001063453
1	24626559	24626559	*	0.00316962137427184	0.0942001668280403	-24.4596640969163
1	24683694	24683694	*	0.00056006204235339	0.0416380357586529	43.9858948689597
1	24931695	24931695	*	0.00351294783361249	0.0986522223018769	50.0659340659341
1	24931706	24931706	*	0.00207747614481888	0.0782176564830889	52.2692307692308
1	24931731	24931731	*	0.00238329838769983	0.0831322468119847	52.0879120879121
1	25570273	25570273	*	0.00101115932158209	0.0557948101152261	46.8391608391608
1	25815649	25815649	*	8.14211478971539e-07	0.000989807120238277	17.0212765957447
1	25882012	25882012	*	0.00164070401095774	0.0704863652796623	11.1025641025641
1	26622211	26622211	*	0.000257395323988516	0.0281975307474295	36.327185244587
1	26749235	26749235	*	0.00200695969261892	0.0772569982692382	15.1984167258703
1	26827878	26827878	*	0.000463431039832534	0.0375531032551936	24.2377328785096
1	27154384	27154384	*	0.00124656690430601	0.0617745039528211	19.6463215726672
1	27154612	27154612	*	0.000919338758014481	0.0532065455919803	26.4603829040291
1	27814571	27814571	*	1.52665284921087e-05	0.00605868476647959	13.0769230769231
1	28158024	28158024	*	0.000762034491951109	0.0486557600832422	58.5695187165775
1	28158048	28158048	*	5.14777034335176e-05	0.0116427091322065	47.9919678714859
1	28357126	28357126	*	0.00115822201498579	0.0593998727247716	11.6520668216038
1	28778797	28778797	*	0.00248410303175245	0.0844893227366648	17.6370452933428
1	28778853	28778853	*	0.00262774297507942	0.086665903623223	15.8645717349169
1	28855014	28855014	*	1.06941524796785e-08	5.2001960388326e-05	-46.580852775543
1	28855047	28855047	*	3.87385697112622e-07	0.000621434227786751	-70.1580651304513
1	28888355	28888355	*	0.00179514695140158	0.0737806910487226	17.5633010642524
1	29971792	29971792	*	0.00206182783833695	0.0780338755609756	-15.7088122605364
1	30059647	30059647	*	0.000824571724367236	0.0503956859929714	12.8050464543356
1	30250119	30250119	*	3.81436584561676e-05	0.00979822714945251	46.0017969451932
1	31161898	31161898	*	0.00106428998023377	0.0570762419228551	15.5050505050505
1	31679899	31679899	*	2.0211008979941e-07	0.000402439866366934	33.2622601279318
1	31679922	31679922	*	0.00151129080877283	0.0676515929702329	11.8948690694753
1	31802798	31802798	*	3.29462150521361e-07	0.000576021700097442	22.7144120247569
1	32047315	32047315	*	0.00154363514519055	0.0681626996051025	10.076404494382
1	33002538	33002538	*	0.000901431877055446	0.0526133662363964	36.2691960252936
1	33714620	33714620	*	0.000567819445601474	0.0418757281071045	12.3777883246322
1	34129630	34129630	*	0.00200660135283009	0.0772569982692382	-12.0404411764706
1	36178556	36178556	*	0.00267736913084855	0.0873202952356004	15.447401865144
1	36774414	36774414	*	0.000157181322539938	0.0219871768090665	41.7105725324903
1	37876686	37876686	*	0.000121934956219316	0.0191913039052713	11.4570605690347
1	37990751	37990751	*	1.71018696686302e-05	0.00638686997871535	14.081391448787
1	38578345	38578345	*	0.00213317306537496	0.0790181843224555	-15.6516831430808
1	38740649	38740649	*	0.00187144715545519	0.0753735760574483	50.0414593698176
1	38740695	38740695	*	0.000207899858986999	0.0251752846363295	54.1476407914764
1	38783896	38783896	*	0.00350063838172249	0.098559881076865	19.4301327088212
1	38783905	38783905	*	0.000125698890336772	0.019500863084115	27.416081186573
1	38783961	38783961	*	5.07151296579325e-06	0.00316612381152404	31.7094388864724
1	38819306	38819306	*	7.29525345482029e-05	0.0142856258448493	-20
1	39417833	39417833	*	0.00192765802905699	0.0760915961037715	34.4410971935944
1	39417874	39417874	*	4.84245567581235e-05	0.0110810282959593	20.6435127376646
1	40837708	40837708	*	0.0017664629611531	0.0731870346322085	19.0028779414254
1	40881833	40881833	*	0.00141336242505596	0.0655517573590842	26.4094702776358
1	41516635	41516635	*	0.00282528326955144	0.0896285371769282	10.0328947368421
1	41516691	41516691	*	0.00346715794460159	0.0980208633349112	17.3181479997711
1	41852262	41852262	*	0.00322595389705826	0.0948043482352058	-32.504687594508
1	41888321	41888321	*	0.0023687650447816	0.082949420719153	13.607880078637
1	43661331	43661331	*	0.00239745784454697	0.0832179591569692	12.5641025641026
1	43992342	43992342	*	0.000135626542555489	0.0202513755993325	31.709219858156
1	44000956	44000956	*	0.000124986327391041	0.0194290583154623	-14.7544409613375
1	44372468	44372468	*	0.000997670173801645	0.0554762276715604	20.0812107788852
1	44880885	44880885	*	0.00290023659648365	0.0905298056636482	10.8579668348955
1	45500795	45500795	*	0.00335487819595788	0.0967941493601358	-15.8140845070423
1	45500812	45500812	*	0.00322531401339272	0.0948043482352058	-21.9295774647887
1	46253384	46253384	*	0.00277901071994473	0.0889782973765262	35.0922131147541
1	46253409	46253409	*	0.000760940473391681	0.0486557600832422	38.3158537827105
1	46341786	46341786	*	0.00017833784223867	0.0232608931520616	10.628952413655
1	46448886	46448886	*	0.00011763554728968	0.0188513592483088	-22.7934654050858
1	46448935	46448935	*	0.000347388504094434	0.0324851923724856	-25.0992895899759
1	47775418	47775418	*	0.002235731683085	0.0807093960130709	25.2927400468384
1	48150281	48150281	*	0.00173107313654502	0.0723600216623843	12.6306306306306
1	48150290	48150290	*	9.76437741739981e-05	0.0168633202995993	17.2972972972973
1	48473054	48473054	*	0.000107412661015128	0.0178577281937176	10.2941176470588
1	50592794	50592794	*	0.00296187434287728	0.0912457370382178	39.3693134822167
1	51501391	51501391	*	0.000641768548056227	0.0447411931273318	-11.0799438990182
1	53071517	53071517	*	0.000144217766813968	0.021031859373127	22.2625843279709
1	53197735	53197735	*	0.00195462259377901	0.0765346982273988	11.9806512913535
1	53470710	53470710	*	0.00352010829057067	0.0988176377595262	-13.5915699092594
1	54289133	54289133	*	0.00198249283653804	0.0770059005561808	53.6315789473684
1	54403518	54403518	*	0.00268300103116687	0.0873871683729049	33.6110489823306
1	54630949	54630949	*	0.00270856024595387	0.0877139018102181	-23.3455231803704
1	56574474	56574474	*	2.05878222481069e-05	0.00702536495011901	-19.9921290830382
1	61084186	61084186	*	0.0027786341889531	0.0889782973765262	36.6704381413133
1	61328872	61328872	*	2.39133253628398e-05	0.00768235775350445	32.1511497266122
1	61328884	61328884	*	9.81051138894804e-05	0.0168681086398747	35.5952380952381
1	61616202	61616202	*	0.00188567242493485	0.0755129526003248	53.531976744186
1	61616211	61616211	*	0.00272562820424842	0.0880650241838231	53.1831395348837
1	61616252	61616252	*	0.00127887956410817	0.0626387791609528	46.0669077757685
1	61759688	61759688	*	0.00113245093366744	0.0587310403709822	11.4951117753285
1	62683529	62683529	*	1.20802522354645e-06	0.00128749772117634	20.3789492499963
1	62768749	62768749	*	0.000181910570647463	0.0235688423361818	20.251409347154
1	65128142	65128142	*	0.000930539314829834	0.0535886361543302	-16.6596432083158
1	65173787	65173787	*	0.00327599534225653	0.0956758615812559	32.4133185950506
1	65264870	65264870	*	0.000155601900748246	0.0219048693163201	-10.1801585395148
1	68347301	68347301	*	0.00029058736323827	0.0298264005111371	-21.3227513227513
1	75133144	75133144	*	0.00355776511258122	0.0994620468643604	10.3704805832465
1	79507311	79507311	*	0.00217174613799023	0.0794579586949698	22.8787291747385
1	81524045	81524045	*	0.00176623174946362	0.0731870346322085	35.8232692212117
1	86154640	86154640	*	0.00056783414537822	0.0418757281071045	17.7671068427371
1	86705460	86705460	*	0.00345005516786332	0.0977682672742734	13.7012987012987
1	92785704	92785704	*	0.000246646519373358	0.0276309659582862	24.9213691026827
1	92981929	92981929	*	8.76033818213675e-08	0.000231042663546657	43.4223011697904
1	93759133	93759133	*	0.00191633320233245	0.0759335047348443	-56.1471119992387
1	99767403	99767403	*	0.00208325816737267	0.0782702505278827	46.2962962962963
1	109089006	109089006	*	0.00191914202681655	0.0759674230477248	48.2163957461757
1	110110059	110110059	*	0.00047644743051061	0.0380582977021566	-10.3461056931998
1	111881540	111881540	*	0.000334339641890696	0.0317366260602073	44.2433137638617
1	112001856	112001856	*	0.000385329416567228	0.0344592831765592	-12.640730276027
1	115479334	115479334	*	0.000986810601175745	0.0551064733675798	29.537635888262
1	125180298	125180298	*	0.00177380776748678	0.073329759384107	-16.6666666666667
1	143185933	143185933	*	0.00070631071956781	0.0468280453526781	10.0897412256439
1	143185943	143185943	*	0.00303031182361484	0.092081916646043	10.3080957063258
1	143194722	143194722	*	0.000292828068379697	0.0299301761500263	-12.6520003712986
1	143194754	143194754	*	0.000210557718209784	0.0253129913983661	-21.4630668442364
1	143231935	143231935	*	0.00320566635047534	0.0946702321924406	12.9514457174032
1	143235036	143235036	*	5.99418863842383e-05	0.0128121598722948	15.3695864539238
1	143238687	143238687	*	3.91703159504998e-05	0.0098946328704537	13.018580566555
1	143246993	143246993	*	2.74655820550425e-05	0.00829860131307557	-11.7222137594304
1	143247003	143247003	*	0.00178452361624441	0.0735111022376345	-10.1788044177371
1	143256239	143256239	*	0.00169370305629385	0.0715020057387685	-12.3233908948195
1	146044660	146044660	*	0.00163851124794269	0.070448714565937	15.6583629893238
1	149905733	149905733	*	0.000448526949431444	0.0371100001799004	17.9574121795741
1	150544668	150544668	*	1.17135640436245e-05	0.00528315416364509	18.6217284880437
1	150629515	150629515	*	5.58517524693712e-05	0.0123800675637088	13.1352017246689
1	151215488	151215488	*	0.000151925885388956	0.0216472246687647	48.3121996410167
1	151822163	151822163	*	0.00344976102233631	0.0977682672742734	13.2147898660195
1	151996817	151996817	*	1.23894383554886e-07	0.000296593469867549	24.1217798594848
1	153680011	153680011	*	0.000334138876489866	0.0317366260602073	-26.4397905759162
1	153680025	153680025	*	0.0021400903707372	0.079159983502563	-15.9659421439526
1	154861767	154861767	*	0.000521165255069508	0.0399683969446657	30.6432748538012
1	156299176	156299176	*	4.68809347368955e-05	0.0109368876482403	21.4432989690722
1	156716563	156716563	*	0.0026034314103051	0.0863756018047058	44.2987440191388
1	156716627	156716627	*	0.00083202370586713	0.0506074089488156	40.7810290438377
1	156716634	156716634	*	0.00103584239227265	0.0563598807309197	49.3372286366956
1	161150692	161150692	*	7.00980186350485e-06	0.00385427439053724	29.6019900497512
1	161293170	161293170	*	0.00108158607107844	0.0576789213666566	25.5892255892256
1	161336181	161336181	*	0.00144236961326195	0.0662968179397313	11.4133648728563
1	162855927	162855927	*	0.000546788866714343	0.0410632419981305	38.5554221688676
1	165376956	165376956	*	0.00229263599494868	0.0817222031422577	-18.8413429888084
1	168978661	168978661	*	0.000573189569140822	0.0420316289292218	10.5097675377558
1	170414428	170414428	*	0.000199222589942232	0.0246213236462666	39.5976400038688
1	170665407	170665407	*	0.00229289628191989	0.0817222031422577	-38.0233864379085
1	171214390	171214390	*	0.000317682611388775	0.0310981232177088	18.9341168722612
1	174873754	174873754	*	0.00013796084406726	0.0203912484118757	28.4615384615385
1	174873801	174873801	*	0.000990280774156062	0.0551803292333518	43.3495618305745
1	176007945	176007945	*	0.00262035554744431	0.0865356511150276	20.7980984595694
1	176787782	176787782	*	2.52036585948479e-08	9.53900044142145e-05	28.6182294700058
1	179782161	179782161	*	0.000281823621083001	0.029550634626007	28.843537414966
1	184152880	184152880	*	0.000450740075254467	0.0371352202465142	-52.0693326235944
1	184152900	184152900	*	0.00096504908579548	0.0545159630650445	-50.7146243988349
1	184917505	184917505	*	0.00217174816891814	0.0794579586949698	17.7965656671743
1	197355431	197355431	*	0.000154018694590703	0.0217675445284571	-40.7828282828283
1	200164899	200164899	*	0.000758829003897541	0.0486557600832422	53.6776859504132
1	200509652	200509652	*	9.35396425098071e-05	0.0165025266598408	18.7404994571118
1	200509676	200509676	*	0.00216000390492221	0.0793690280256574	12.4247614387081
1	201739292	201739292	*	0.00295880893240913	0.091235105423966	48.9687848383501
1	201739313	201739313	*	0.000778560011262483	0.0491471673990095	36.3015607580825
1	201940771	201940771	*	0.00239551222102613	0.0832179591569692	12.8202519281252
1	202259915	202259915	*	0.000500702214460257	0.0392681533860608	-11.5690948200686
1	203765284	203765284	*	0.00105536735399081	0.0567944969156192	-19.5957037662399
1	204496457	204496457	*	0.000122918000360978	0.0192808926546394	-13.4546816479401
1	205095930	205095930	*	0.00108945734012825	0.0578385948050832	-13.0835185773261
1	206742578	206742578	*	0.000273612871533911	0.0290345195012417	38.4433613941811
1	206742610	206742610	*	8.21524008871525e-05	0.0153363878833578	25.2010632497274
1	206742613	206742613	*	0.0032972131523924	0.0960791359806279	31.6410256410256
1	206742664	206742664	*	0.00205568768348861	0.0780338755609756	39.4949494949495
1	207424204	207424204	*	0.0035348528493308	0.0990885411593307	39.2121263300118
1	211872342	211872342	*	0.00124995387835881	0.0618832237466268	17.4055829228243
1	212215647	212215647	*	0.00108583299887841	0.0577446876440171	-11.0945273631841
1	213448527	213448527	*	0.00301959161945887	0.0919647828272578	30.0269905533063
1	213448578	213448578	*	0.00044299063647135	0.0368814992995727	61.35477582846
1	213448581	213448581	*	0.000118185703715148	0.0189200379385141	59.7953216374269
1	214107544	214107544	*	0.00316977172748169	0.0942001668280403	-22.506059446358
1	214107586	214107586	*	0.0026730694817887	0.087218024891616	-21.7948717948718
1	214470676	214470676	*	0.00188852962560095	0.0755129526003248	13.2176083503517
1	214500465	214500465	*	0.000596663780195597	0.0430031585465868	46.7271327115599
1	216854816	216854816	*	0.00198542881947572	0.0770088927706315	32.0969369137313
1	217140202	217140202	*	7.63586112544278e-07	0.000950542042708194	-24.7277836318932
1	218930550	218930550	*	0.000164828454359197	0.0223878585012622	-20.3388988272709
1	223129321	223129321	*	4.20212544346628e-05	0.0103226713710186	-32.3103964960811
1	223345912	223345912	*	0.000273341974017148	0.0290345195012417	26.1695040710585
1	223972508	223972508	*	0.00138616340877863	0.064981718524337	10.3463203463203
1	224147146	224147146	*	0.00121126849231975	0.0607801792541541	26.9004524886878
1	224147152	224147152	*	0.00180955997817292	0.0741059244982803	23.2414369256475
1	224147162	224147162	*	6.24020724718942e-07	0.00082992046533311	14.6198830409357
1	224200453	224200453	*	0.000528211572098934	0.0402346021012347	14.0927242346144
1	224212933	224212933	*	0.000294363702257047	0.0300356984280275	27.5189321011423
1	224212957	224212957	*	0.000457274930942268	0.0373709184231944	30.6635861891927
1	225838915	225838915	*	0.000125217327273082	0.0194455410097366	-32.8584995251662
1	226819855	226819855	*	0.0013117142184096	0.0632112681816407	57.9748762847354
1	226819946	226819946	*	0.00107535249465861	0.0574820123786267	33.4920322644108
1	226963320	226963320	*	0.00111214110911524	0.0583068151664044	10.377358490566
1	226964107	226964107	*	0.00224125961419291	0.0808229481238935	-36.8473895582329
1	228141521	228141521	*	0.00289530048240142	0.0904120003211715	39.5348837209302
1	228488838	228488838	*	0.00108322716039596	0.0577062382180049	13.2733797397207
1	229405653	229405653	*	0.0027887569396932	0.089103490829207	17.2647329976597
1	230742558	230742558	*	0.00348955813113741	0.0984395233885318	24.4152046783626
1	231124864	231124864	*	0.000633791579808161	0.0444784824832402	20.3736831643808
1	231299001	231299001	*	0.00147885022481145	0.0670061626086624	43.3000538344834
1	231299014	231299014	*	0.00251436489195215	0.0849061514390654	40.3124076081601
1	231299038	231299038	*	0.00145279556119799	0.0664107332263786	41.6782747768663
1	232531781	232531781	*	0.00243760096723052	0.0837497684981341	19.0340195306611
1	232531806	232531806	*	3.00683368349619e-06	0.00239428338293674	23.028331567231
1	233906025	233906025	*	0.00337895357371904	0.0968976713942854	-19.2295839753467
1	233954302	233954302	*	0.00355357481333625	0.0994044184833006	19.4961170308831
1	234125784	234125784	*	0.00154376428377114	0.0681626996051025	41.6203875107985
1	234125808	234125808	*	0.0012759606897175	0.0626096988589346	33.6315874410515
1	234309592	234309592	*	0.00224190596784679	0.080827524782827	34.2098033829128
1	234309666	234309666	*	0.00253427261521842	0.0852782959904495	42.2085889570552
1	235005702	235005702	*	0.000281401887917184	0.029550634626007	22.255969836615
1	236398419	236398419	*	0.00013000060828731	0.0198126681169904	17.7966101694915
1	241519804	241519804	*	4.19350505609291e-05	0.0103226713710186	12.9411764705882
1	243948196	243948196	*	0.000285196055918091	0.0295944355140404	47.4531938325991
1	245303219	245303219	*	0.000558764359315097	0.0415614163377391	35.6944014846891
1	245687313	245687313	*	0.00198601600829444	0.0770088927706315	-34.2181776989012
1	246703536	246703536	*	0.000644324421938647	0.0447589507183676	-23.463417991603
1	246796402	246796402	*	0.000254005587853608	0.0280965753611517	21.1058782487354
1	246796442	246796442	*	0.00222413634243636	0.0805226979610564	10.4411764705882
10	641287	641287	*	0.00172498653277784	0.0722909749636535	-10.7492354740061
10	986796	986796	*	0.000306104666284246	0.0306705678438053	39.8981043437986
10	1878468	1878468	*	6.98375830264773e-05	0.0138976775999409	25.570383125269
10	2174019	2174019	*	3.71198092468219e-06	0.00272454005578829	24.0384615384615
10	2501866	2501866	*	6.98434467213051e-05	0.0138976775999409	-10.4567386415737
10	3345402	3345402	*	0.000314236634228029	0.0310061928193996	47.7043258097385
10	3887099	3887099	*	0.00238988879830566	0.0831822259900441	48.1086729362591
10	6054201	6054201	*	0.00264243764449934	0.086892708398564	-44.4293785310734
10	6054287	6054287	*	0.00111576684067575	0.0584042352577716	-36.921568627451
10	8034095	8034095	*	0.00160540559046282	0.0697206271767299	10.5700953540272
10	10091846	10091846	*	2.00143759933811e-06	0.00181400013865985	10.0971871787683
10	10507294	10507294	*	0.00209575313710802	0.0784263511819437	-46.4448086107622
10	12279441	12279441	*	0.00268640035160181	0.0874147029753542	-48.2762182924653
10	12279498	12279498	*	0.00232894659308819	0.0823626241863146	-39.7915930766514
10	12345530	12345530	*	1.256397383425e-05	0.00537391858238049	35.5571161048689
10	12345560	12345560	*	2.79700464932187e-05	0.00838588983501256	23.3279828785447
10	12360679	12360679	*	0.000950189395505627	0.0541357837107728	24.3150283369162
10	12746180	12746180	*	0.000607380212856666	0.0434563346026689	14.8729674796748
10	12746191	12746191	*	6.10356096667769e-08	0.000172680747455061	24.4359756097561
10	13671378	13671378	*	0.000646615195673483	0.044846303124184	24.1648418208079
10	13717511	13717511	*	1.81664302065224e-05	0.00660463996329806	22.0977279800809
10	14749162	14749162	*	0.000999035368192123	0.0554762276715604	35.5443037974684
10	15098514	15098514	*	3.90272691421906e-05	0.0098946328704537	25.1954513148543
10	15299753	15299753	*	0.00297308708085926	0.0914609695900602	-13.8351254480287
10	16749677	16749677	*	0.00287190870528387	0.0901337478846846	10.6288448393712
10	18466790	18466790	*	0.000762100719416301	0.0486557600832422	42.8292954608744
10	26439091	26439091	*	3.66197743363168e-05	0.00965246305283297	-10.6382978723404
10	28286067	28286067	*	0.00360780671540345	0.0998446091051493	54.708856019472
10	28650367	28650367	*	0.00028338800202844	0.0295944355140404	10.752688172043
10	28650421	28650421	*	0.000703605298121611	0.0467083812104179	10.989010989011
10	32169408	32169408	*	0.00146373382724345	0.0667343052759145	-23.9048811013767
10	33734713	33734713	*	0.00116475001126079	0.0594849234894772	34.0494505494505
10	34215111	34215111	*	6.07044102508735e-06	0.00361435853953823	25.411953181194
10	36715723	36715723	*	0.00284496339312963	0.0898888251965465	-12.158446344764
10	41877897	41877897	*	0.000624611033459535	0.0441583595583154	-18.4254001032525
10	42097235	42097235	*	0.000157301936052482	0.0219871768090665	-17.5915977221446
10	43406373	43406373	*	0.000397280790423365	0.0350218645644999	16.1475409836066
10	43406416	43406416	*	4.57786232664937e-05	0.0107999881596548	17.7470911648127
10	45387298	45387298	*	0.0013228649610854	0.063430017862487	-15.7783800060223
